id,pop_total,county,state,pop_class,year,broadband_pct,total_pop_enrolled,percent_total_pop_enrolled,margin_total_pop,est_total_households_frm_income,est_med_income_households,est_total_families,est_med_income_families,est_total_pop_16_over,est_emp_pop_ratio_16_over,est_unemp_pop_ratio_16_over,est_total_households_frm_devices,est_total_households_with_device,est_total_households_with_desktop,est_total_households_with_no,est_total_households_with_smartphone,est_total_households_with_no2,est_total_households_with_portable,est_total_households_with_no3,est_total_households_with_other,est_total_households_with_no4,est_total_households_none,est_total_households_with_sub,est_total_households_with_du,est_total_households_with_broadband,est_total_households_with_cellular,est_total_households_with_cell_no,est_total_households_with_cable,est_total_households_with_sat,est_total_households_without_sub,pct_total_households_with_device,pct_total_households_with_desktop,pct_total_households_with_no,pct_total_households_with_smartphone,pct_total_households_with_no2,pct_total_households_with_portable,pct_total_households_with_no3,pct_total_households_with_other,pct_total_households_with_no4,pct_total_households_no_device,pct_total_households_with_sub,pct_total_households_with_du,pct_total_households_with_broadband,pct_total_households_with_cellular,pct_total_households_with_cell_no,pct_total_households_with_cable,pct_total_households_with_sat,pct_total_households_without_sub,total_one_device,total_multi_device,total_without_device,total_households_org,est_total_households_official,est_avg_household_size,est_total_families_official,est_avg_families_size,state_code,region,division,x_est_med_income_households,income_label,income_score,desktop_rank,smartphone_rank,portable_rank,no_device_rank,bdbd_score
0500000US19083,16878.0,Hardin County,Iowa,Micro Area,2018.0,71.39999900000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,Midwest,West North Central,,Unknown,,0,0,0,0,3
0500000US19085,14582.0,Harrison County,Iowa,Micro Area,2018.0,71.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,Midwest,West North Central,,Unknown,,0,0,0,0,3
0500000US19087,20482.0,Henry County,Iowa,Micro Area,2018.0,74.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,Midwest,West North Central,,Unknown,,0,0,0,0,4
0500000US19089,9469.0,Howard County,Iowa,Rural Area,2018.0,73.199999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,Midwest,West North Central,,Unknown,,0,0,0,0,3
0500000US19091,9597.0,Humboldt County,Iowa,Rural Area,2018.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,Midwest,West North Central,,Unknown,,0,0,0,0,4
0500000US19093,7005.0,Ida County,Iowa,Rural Area,2018.0,74.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,Midwest,West North Central,,Unknown,,0,0,0,0,4
0500000US19095,16662.0,Iowa County,Iowa,Micro Area,2018.0,73.799998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,Midwest,West North Central,,Unknown,,0,0,0,0,4
0500000US19097,19485.0,Jackson County,Iowa,Micro Area,2018.0,75.099999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,Midwest,West North Central,,Unknown,,0,0,0,0,4
0500000US19099,37813.0,Jasper County,Iowa,Micro Area,2018.0,76.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,Midwest,West North Central,,Unknown,,0,0,0,0,4
0500000US19101,15663.0,Jefferson County,Iowa,Micro Area,2018.0,76.899999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,Midwest,West North Central,,Unknown,,0,0,0,0,4
0500000US19103,152854.0,Johnson County,Iowa,Small Metro Area,2018.0,87.70000300000001,21199.0,41.5,1210.0,60868.0,63035.0,33567.0,95326.0,123730.0,68.1,3.2,123730.0,10394.0,24998.0,12194.0,9793.0,19291.0,14530.0,6887.0,8072.0,10545.0,7026.0,102881.0,,,,,,,,96.8,87.9,2.1,90.0,5.3,71.9,1.4,2.3,0.0,3.2,90.4,0.1,90.3,82.7,7.1,80.0,5.0,9.6,48917.0,57393.0,7026.0,123730.0,60868.0,2.36,33567.0,2.98,IA,Midwest,West North Central,63.035000000000004,Middle Income,3.0,4,4,4,2,5
0500000US19105,20646.0,Jones County,Iowa,Micro Area,2018.0,74.399996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,Midwest,West North Central,,Unknown,,0,0,0,0,4
0500000US19107,10033.0,Keokuk County,Iowa,Micro Area,2018.0,73.400003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,Midwest,West North Central,,Unknown,,0,0,0,0,3
0500000US19109,14828.0,Kossuth County,Iowa,Micro Area,2018.0,75.300002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,Midwest,West North Central,,Unknown,,0,0,0,0,4
0500000US19111,33555.0,Lee County,Iowa,Micro Area,2018.0,72.299999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,Midwest,West North Central,,Unknown,,0,0,0,0,3
0500000US19113,230299.0,Linn County,Iowa,Small Metro Area,2018.0,82.79999500000001,38459.0,70.8,1208.0,91747.0,64103.0,54685.0,86145.0,179264.0,67.0,3.3,179264.0,12192.0,14046.0,15797.0,15574.0,28373.0,28768.0,15528.0,12589.0,20663.0,15734.0,160887.0,8941.0,,,,,,,92.4,80.7,3.2,85.2,5.8,65.8,1.2,2.9,0.0,7.6,87.9,0.4,87.5,73.9,10.1,74.8,5.0,12.1,80361.0,70977.0,15734.0,179264.0,91747.0,2.41,54685.0,3.09,IA,Midwest,West North Central,64.103,Middle Income,3.0,3,3,3,3,5
0500000US19115,10837.0,Louisa County,Iowa,Micro Area,2018.0,75.999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,Midwest,West North Central,,Unknown,,0,0,0,0,4
0500000US19117,8634.0,Lucas County,Iowa,Rural Area,2018.0,74.20000399999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,Midwest,West North Central,,Unknown,,0,0,0,0,4
0500000US19119,11934.0,Lyon County,Iowa,Micro Area,2018.0,80.300003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,Midwest,West North Central,,Unknown,,0,0,0,0,5
0500000US19121,16548.0,Madison County,Iowa,Micro Area,2018.0,79.500008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,Midwest,West North Central,,Unknown,,0,0,0,0,5
0500000US19123,22190.0,Mahaska County,Iowa,Micro Area,2018.0,78.299993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,Midwest,West North Central,,Unknown,,0,0,0,0,4
0500000US19125,33414.0,Marion County,Iowa,Micro Area,2018.0,75.999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,Midwest,West North Central,,Unknown,,0,0,0,0,4
0500000US19127,40105.0,Marshall County,Iowa,Micro Area,2018.0,73.000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,Midwest,West North Central,,Unknown,,0,0,0,0,3
0500000US19129,14484.0,Mills County,Iowa,Micro Area,2018.0,80.399996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,Midwest,West North Central,,Unknown,,0,0,0,0,5
0500000US19131,10565.0,Mitchell County,Iowa,Micro Area,2018.0,76.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,Midwest,West North Central,,Unknown,,0,0,0,0,4
0500000US19133,8751.0,Monona County,Iowa,Rural Area,2018.0,73.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,Midwest,West North Central,,Unknown,,0,0,0,0,4
0500000US19135,7577.0,Monroe County,Iowa,Rural Area,2018.0,70.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,Midwest,West North Central,,Unknown,,0,0,0,0,3
0500000US19137,10330.0,Montgomery County,Iowa,Micro Area,2018.0,76.700002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,Midwest,West North Central,,Unknown,,0,0,0,0,4
0500000US19139,43235.0,Muscatine County,Iowa,Micro Area,2018.0,76.100004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,Midwest,West North Central,,Unknown,,0,0,0,0,4
0500000US19141,14182.0,O'Brien County,Iowa,Micro Area,2018.0,76.100004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,Midwest,West North Central,,Unknown,,0,0,0,0,4
0500000US19143,6192.0,Osceola County,Iowa,Rural Area,2018.0,79.800004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,Midwest,West North Central,,Unknown,,0,0,0,0,5
0500000US19145,15211.0,Page County,Iowa,Micro Area,2018.0,76.100004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,Midwest,West North Central,,Unknown,,0,0,0,0,4
0500000US19147,8996.0,Palo Alto County,Iowa,Rural Area,2018.0,76.300001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,Midwest,West North Central,,Unknown,,0,0,0,0,4
0500000US19149,25698.0,Plymouth County,Iowa,Micro Area,2018.0,81.999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,Midwest,West North Central,,Unknown,,0,0,0,0,5
0500000US19151,7078.0,Pocahontas County,Iowa,Rural Area,2018.0,75.599998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,Midwest,West North Central,,Unknown,,0,0,0,0,4
0500000US19153,492401.0,Polk County,Iowa,Medium Metro Area,2018.0,83.299994,86861.0,70.8,1519.0,189546.0,68291.0,119472.0,85553.0,379522.0,69.1,3.7,379522.0,25679.0,30328.0,38484.0,36384.0,67101.0,60221.0,33404.0,24873.0,37623.0,25425.0,325724.0,22124.0,,,,,,26387.0,93.8,79.4,3.5,86.7,7.6,66.9,1.3,1.6,0.0,6.2,87.5,0.2,87.2,79.5,10.5,73.2,6.6,12.5,176612.0,151806.0,25425.0,379522.0,189546.0,2.52,119472.0,3.12,IA,Midwest,West North Central,68.291,Middle Income,3.0,3,3,3,3,5
0500000US19155,93667.0,Pottawattamie County,Iowa,Small Metro Area,2018.0,76.4,16389.0,72.2,544.0,36635.0,55376.0,23277.0,68818.0,74371.0,61.7,4.2,74371.0,5062.0,5974.0,5328.0,5676.0,11313.0,11008.0,6866.0,6700.0,9537.0,6907.0,69502.0,,,,,,,,89.2,74.8,6.7,77.9,9.2,59.3,0.8,2.7,0.0,10.8,79.9,0.0,79.9,69.5,11.6,62.6,8.2,20.1,33044.0,29358.0,6907.0,74371.0,36635.0,2.49,23277.0,3.12,IA,Midwest,West North Central,55.376,Middle Income,3.0,3,3,3,3,4
0500000US19157,18662.0,Poweshiek County,Iowa,Micro Area,2018.0,76.600003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,Midwest,West North Central,,Unknown,,0,0,0,0,4
0500000US19159,4663.0,Ringgold County,Iowa,Rural Area,2018.0,72.10000199999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,Midwest,West North Central,,Unknown,,0,0,0,0,3
0500000US19161,9814.0,Sac County,Iowa,Rural Area,2018.0,76.100004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,Midwest,West North Central,,Unknown,,0,0,0,0,4
0500000US19163,174669.0,Scott County,Iowa,Small Metro Area,2018.0,78.899997,29763.0,71.5,897.0,66905.0,58175.0,41240.0,77917.0,136226.0,64.4,4.6,136226.0,8741.0,10068.0,10836.0,11695.0,22182.0,22021.0,11541.0,11551.0,15956.0,11635.0,119246.0,,,,,,,,91.1,76.6,3.3,85.2,9.2,61.3,1.1,1.3,0.0,8.9,86.0,0.1,85.9,79.9,11.1,71.8,7.1,14.0,60515.0,55335.0,11635.0,136226.0,66905.0,2.54,41240.0,3.21,IA,Midwest,West North Central,58.175000000000004,Middle Income,3.0,3,3,3,3,5
0500000US19165,11746.0,Shelby County,Iowa,Micro Area,2018.0,75.599998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,Midwest,West North Central,,Unknown,,0,0,0,0,4
0500000US19167,35872.0,Sioux County,Iowa,Micro Area,2018.0,85.500002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,Midwest,West North Central,,Unknown,,0,0,0,0,5
0500000US19169,98537.0,Story County,Iowa,Small Metro Area,2018.0,80.700004,10758.0,25.3,695.0,37290.0,54586.0,19329.0,81703.0,83876.0,62.0,5.7,83876.0,12066.0,20385.0,8349.0,5093.0,9751.0,7753.0,5039.0,3878.0,6531.0,5031.0,71869.0,,,,,,,,95.8,85.3,3.9,90.4,7.2,63.7,0.5,1.8,0.0,4.2,78.2,0.4,77.8,71.6,9.2,65.7,5.8,21.8,29670.0,37109.0,5031.0,83876.0,37290.0,2.33,19329.0,2.85,IA,Midwest,West North Central,54.586,Middle Income,3.0,4,4,3,2,5
0500000US19171,17135.0,Tama County,Iowa,Micro Area,2018.0,74.20000399999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,Midwest,West North Central,,Unknown,,0,0,0,0,4
0500000US19173,5896.0,Taylor County,Iowa,Rural Area,2018.0,70.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,Midwest,West North Central,,Unknown,,0,0,0,0,3
0500000US19175,12138.0,Union County,Iowa,Micro Area,2018.0,73.500001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,Midwest,West North Central,,Unknown,,0,0,0,0,3
0500000US19177,7203.0,Van Buren County,Iowa,Rural Area,2018.0,63.499998999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,Midwest,West North Central,,Unknown,,0,0,0,0,2
0500000US19179,35437.0,Wapello County,Iowa,Micro Area,2018.0,73.400003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,Midwest,West North Central,,Unknown,,0,0,0,0,3
0500000US19181,52403.0,Warren County,Iowa,Small Metro Area,2018.0,82.200003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,Midwest,West North Central,,Unknown,,0,0,0,0,5
0500000US19183,22565.0,Washington County,Iowa,Micro Area,2018.0,75.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,Midwest,West North Central,,Unknown,,0,0,0,0,4
0500000US19185,6497.0,Wayne County,Iowa,Rural Area,2018.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,Midwest,West North Central,,Unknown,,0,0,0,0,3
0500000US19187,36999.0,Webster County,Iowa,Micro Area,2018.0,74.900001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,Midwest,West North Central,,Unknown,,0,0,0,0,4
0500000US19189,10679.0,Winnebago County,Iowa,Micro Area,2018.0,75.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,Midwest,West North Central,,Unknown,,0,0,0,0,4
0500000US19191,20070.0,Winneshiek County,Iowa,Micro Area,2018.0,78.800005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,Midwest,West North Central,,Unknown,,0,0,0,0,5
0500000US19193,105941.0,Woodbury County,Iowa,Small Metro Area,2018.0,75.699997,19672.0,74.2,723.0,39253.0,61516.0,26451.0,69161.0,77995.0,65.2,4.7,77995.0,5169.0,5776.0,6877.0,6629.0,13360.0,11299.0,6268.0,6818.0,9056.0,6743.0,69052.0,,,,,,,,89.9,71.3,5.0,80.6,10.2,62.7,0.7,2.1,0.0,10.1,83.8,0.4,83.3,72.6,14.5,64.3,9.1,16.2,35561.0,30522.0,6743.0,77995.0,39253.0,2.54,26451.0,3.06,IA,Midwest,West North Central,61.516,Middle Income,3.0,3,3,3,3,4
0500000US19195,7443.0,Worth County,Iowa,Rural Area,2018.0,73.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,Midwest,West North Central,,Unknown,,0,0,0,0,4
0500000US19197,12943.0,Wright County,Iowa,Micro Area,2018.0,68.199998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,Midwest,West North Central,,Unknown,,0,0,0,0,3
0500000US20001,12526.0,Allen County,Kansas,Micro Area,2018.0,73.299998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KS,Midwest,West North Central,,Unknown,,0,0,0,0,3
0500000US20003,7836.0,Anderson County,Kansas,Rural Area,2018.0,67.199999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KS,Midwest,West North Central,,Unknown,,0,0,0,0,2
0500000US20005,16348.0,Atchison County,Kansas,Micro Area,2018.0,70.99999799999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KS,Midwest,West North Central,,Unknown,,0,0,0,0,3
0500000US20007,4228.0,Barber County,Kansas,Rural Area,2018.0,72.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KS,Midwest,West North Central,,Unknown,,0,0,0,0,3
0500000US20009,25493.0,Barton County,Kansas,Micro Area,2018.0,72.900003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KS,Midwest,West North Central,,Unknown,,0,0,0,0,3
0500000US20011,14360.0,Bourbon County,Kansas,Micro Area,2018.0,67.400002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KS,Midwest,West North Central,,Unknown,,0,0,0,0,3
0500000US20013,9508.0,Brown County,Kansas,Rural Area,2018.0,72.900003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KS,Midwest,West North Central,,Unknown,,0,0,0,0,3
0500000US20015,67380.0,Butler County,Kansas,Small Metro Area,2018.0,80.700004,13325.0,69.4,870.0,24692.0,64898.0,18338.0,77920.0,51856.0,59.5,3.0,51856.0,3792.0,4049.0,3888.0,3968.0,8300.0,8568.0,4321.0,4837.0,5607.0,4526.0,48453.0,,,,,,,,91.0,81.5,4.8,82.6,5.4,69.2,0.8,3.1,0.1,9.0,86.3,0.2,86.1,78.3,12.2,61.4,13.4,13.7,22116.0,21422.0,4526.0,51856.0,24692.0,2.58,18338.0,2.99,KS,Midwest,West North Central,64.898,Middle Income,3.0,3,3,3,3,5
0500000US20017,2572.0,Chase County,Kansas,Rural Area,2018.0,70.39999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KS,Midwest,West North Central,,Unknown,,0,0,0,0,3
0500000US20019,3379.0,Chautauqua County,Kansas,Rural Area,2018.0,61.400002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KS,Midwest,West North Central,,Unknown,,0,0,0,0,2
0500000US20021,19362.0,Cherokee County,Kansas,Micro Area,2018.0,69.89999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KS,Midwest,West North Central,,Unknown,,0,0,0,0,3
0500000US20023,2616.0,Cheyenne County,Kansas,Rural Area,2018.0,75.999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KS,Midwest,West North Central,,Unknown,,0,0,0,0,4
0500000US20025,1991.0,Clark County,Kansas,Rural Area,2018.0,65.39999800000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KS,Midwest,West North Central,,Unknown,,0,0,0,0,2
0500000US20027,8117.0,Clay County,Kansas,Rural Area,2018.0,68.900001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KS,Midwest,West North Central,,Unknown,,0,0,0,0,3
0500000US20029,9032.0,Cloud County,Kansas,Rural Area,2018.0,68.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KS,Midwest,West North Central,,Unknown,,0,0,0,0,3
0500000US20031,8360.0,Coffey County,Kansas,Rural Area,2018.0,79.10000099999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KS,Midwest,West North Central,,Unknown,,0,0,0,0,5
0500000US20033,1689.0,Comanche County,Kansas,Rural Area,2018.0,75.800002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KS,Midwest,West North Central,,Unknown,,0,0,0,0,4
0500000US20035,34549.0,Cowley County,Kansas,Micro Area,2018.0,72.499996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KS,Midwest,West North Central,,Unknown,,0,0,0,0,3
0500000US20037,38972.0,Crawford County,Kansas,Micro Area,2018.0,75.999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KS,Midwest,West North Central,,Unknown,,0,0,0,0,4
0500000US20039,2764.0,Decatur County,Kansas,Rural Area,2018.0,76.899999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KS,Midwest,West North Central,,Unknown,,0,0,0,0,4
0500000US20041,18402.0,Dickinson County,Kansas,Micro Area,2018.0,73.199999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KS,Midwest,West North Central,,Unknown,,0,0,0,0,3
0500000US20043,7510.0,Doniphan County,Kansas,Rural Area,2018.0,64.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KS,Midwest,West North Central,,Unknown,,0,0,0,0,2
0500000US20045,118785.0,Douglas County,Kansas,Small Metro Area,2018.0,86.1,15799.0,35.0,851.0,48907.0,54668.0,26355.0,80818.0,101645.0,67.7,4.5,101645.0,9628.0,20625.0,10166.0,8839.0,13526.0,11815.0,6208.0,5538.0,8898.0,6402.0,83565.0,,,,,,,,96.0,84.8,3.7,89.4,5.0,69.7,0.8,2.7,0.0,4.0,89.2,0.4,88.7,83.0,10.3,74.8,6.5,10.8,38798.0,46817.0,6402.0,101645.0,48907.0,2.32,26355.0,2.87,KS,Midwest,West North Central,54.668,Middle Income,3.0,3,4,3,2,5
0500000US20047,2907.0,Edwards County,Kansas,Rural Area,2018.0,65.39999800000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KS,Midwest,West North Central,,Unknown,,0,0,0,0,2
0500000US20049,2483.0,Elk County,Kansas,Rural Area,2018.0,64.300001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KS,Midwest,West North Central,,Unknown,,0,0,0,0,2
0500000US20051,28934.0,Ellis County,Kansas,Micro Area,2018.0,80.000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KS,Midwest,West North Central,,Unknown,,0,0,0,0,5
0500000US20053,6376.0,Ellsworth County,Kansas,Rural Area,2018.0,73.199999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KS,Midwest,West North Central,,Unknown,,0,0,0,0,3
0500000US20055,38470.0,Finney County,Kansas,Micro Area,2018.0,77.399999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KS,Midwest,West North Central,,Unknown,,0,0,0,0,4
0500000US20057,34287.0,Ford County,Kansas,Micro Area,2018.0,75.699997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KS,Midwest,West North Central,,Unknown,,0,0,0,0,4
0500000US20059,25996.0,Franklin County,Kansas,Micro Area,2018.0,68.799996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KS,Midwest,West North Central,,Unknown,,0,0,0,0,3
0500000US20061,36739.0,Geary County,Kansas,Micro Area,2018.0,82.200003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KS,Midwest,West North Central,,Unknown,,0,0,0,0,5
0500000US20063,2718.0,Gove County,Kansas,Rural Area,2018.0,76.199996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KS,Midwest,West North Central,,Unknown,,0,0,0,0,4
0500000US20065,2415.0,Graham County,Kansas,Rural Area,2018.0,76.700002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KS,Midwest,West North Central,,Unknown,,0,0,0,0,4
0500000US20067,7352.0,Grant County,Kansas,Rural Area,2018.0,79.399997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KS,Midwest,West North Central,,Unknown,,0,0,0,0,5
0500000US20069,5653.0,Gray County,Kansas,Rural Area,2018.0,76.899999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KS,Midwest,West North Central,,Unknown,,0,0,0,0,4
0500000US20071,1284.0,Greeley County,Kansas,Rural Area,2018.0,78.299993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KS,Midwest,West North Central,,Unknown,,0,0,0,0,4
