"GEO_ID","NAME","S2801_C01_001E","S2801_C01_001M","S2801_C01_002E","S2801_C01_002M","S2801_C01_003E","S2801_C01_003M","S2801_C01_004E","S2801_C01_004M","S2801_C01_005E","S2801_C01_005M","S2801_C01_006E","S2801_C01_006M","S2801_C01_007E","S2801_C01_007M","S2801_C01_008E","S2801_C01_008M","S2801_C01_009E","S2801_C01_009M","S2801_C01_010E","S2801_C01_010M","S2801_C01_011E","S2801_C01_011M","S2801_C01_012E","S2801_C01_012M","S2801_C01_013E","S2801_C01_013M","S2801_C01_014E","S2801_C01_014M","S2801_C01_015E","S2801_C01_015M","S2801_C01_016E","S2801_C01_016M","S2801_C01_017E","S2801_C01_017M","S2801_C01_018E","S2801_C01_018M","S2801_C01_019E","S2801_C01_019M","S2801_C01_020E","S2801_C01_020M","S2801_C01_021E","S2801_C01_021M","S2801_C01_022E","S2801_C01_022M","S2801_C01_023E","S2801_C01_023M","S2801_C01_024E","S2801_C01_024M","S2801_C01_025E","S2801_C01_025M","S2801_C01_026E","S2801_C01_026M","S2801_C01_027E","S2801_C01_027M","S2801_C01_028E","S2801_C01_028M","S2801_C01_029E","S2801_C01_029M","S2801_C01_030E","S2801_C01_030M","S2801_C01_031E","S2801_C01_031M","S2801_C02_001E","S2801_C02_001M","S2801_C02_002E","S2801_C02_002M","S2801_C02_003E","S2801_C02_003M","S2801_C02_004E","S2801_C02_004M","S2801_C02_005E","S2801_C02_005M","S2801_C02_006E","S2801_C02_006M","S2801_C02_007E","S2801_C02_007M","S2801_C02_008E","S2801_C02_008M","S2801_C02_009E","S2801_C02_009M","S2801_C02_010E","S2801_C02_010M","S2801_C02_011E","S2801_C02_011M","S2801_C02_012E","S2801_C02_012M","S2801_C02_013E","S2801_C02_013M","S2801_C02_014E","S2801_C02_014M","S2801_C02_015E","S2801_C02_015M","S2801_C02_016E","S2801_C02_016M","S2801_C02_017E","S2801_C02_017M","S2801_C02_018E","S2801_C02_018M","S2801_C02_019E","S2801_C02_019M","S2801_C02_020E","S2801_C02_020M","S2801_C02_021E","S2801_C02_021M","S2801_C02_022E","S2801_C02_022M","S2801_C02_023E","S2801_C02_023M","S2801_C02_024E","S2801_C02_024M","S2801_C02_025E","S2801_C02_025M","S2801_C02_026E","S2801_C02_026M","S2801_C02_027E","S2801_C02_027M","S2801_C02_028E","S2801_C02_028M","S2801_C02_029E","S2801_C02_029M","S2801_C02_030E","S2801_C02_030M","S2801_C02_031E","S2801_C02_031M"
"0500000US26065","Ingham County, Michigan","112170","2008","105801","2357","91109","2729","4414","866","96774","2401","8674","1611","71933","2443","1432","601","3469","984","0","172","6369","1043","94195","2849","160","119","94035","2853","83781","2906","9420","1287","79953","2838","7714","1058","17975","2125","21092","2207","116","111","13611","1926","7365","1328","52954","2724","12","19","43658","2775","9284","1670","38124","1998","32","36","36766","2043","1326","564","(X)","(X)","94.3","0.9","81.2","1.6","3.9","0.8","86.3","1.4","7.7","1.4","64.1","2.0","1.3","0.5","3.1","0.9","0.0","0.1","5.7","0.9","84.0","1.9","0.1","0.1","83.8","1.9","74.7","2.1","8.4","1.1","71.3","2.2","6.9","0.9","16.0","1.9","(X)","(X)","0.5","0.5","64.5","5.5","34.9","5.5","(X)","(X)","0.0","0.1","82.4","3.0","17.5","3.0","(X)","(X)","0.1","0.1","96.4","1.5","3.5","1.5"
"0500000US26073","Isabella County, Michigan","25367","975","23331","1101","19377","1192","1012","296","21291","1116","2069","481","15112","1060","438","227","795","397","20","33","2036","413","20097","1114","74","65","20023","1112","16436","1078","3475","533","15023","1052","2876","546","5270","787","5620","810","0","172","3737","729","1883","541","12745","1046","62","64","9789","1041","2894","608","7002","745","12","20","6497","749","493","268","(X)","(X)","92.0","1.7","76.4","2.9","4.0","1.2","83.9","2.2","8.2","1.9","59.6","3.5","1.7","0.9","3.1","1.5","0.1","0.1","8.0","1.7","79.2","3.0","0.3","0.3","78.9","3.0","64.8","3.3","13.7","2.1","59.2","3.3","11.3","2.1","20.8","3.0","(X)","(X)","0.0","2.2","66.5","8.3","33.5","8.3","(X)","(X)","0.5","0.5","76.8","4.6","22.7","4.6","(X)","(X)","0.2","0.3","92.8","3.8","7.0","3.8"
"0500000US26075","Jackson County, Michigan","62598","1720","56227","1676","43890","2387","3023","546","49879","1736","8271","1432","34469","1826","1233","468","1085","536","0","172","6371","1147","52351","1929","213","147","52138","1916","46295","1798","10110","1334","39586","2088","3734","807","10247","1455","10524","1635","0","172","6239","1141","4285","1057","32839","2006","213","147","27645","1944","4981","985","19235","1481","0","172","18254","1533","981","492","(X)","(X)","89.8","1.7","70.1","3.1","4.8","0.9","79.7","1.9","13.2","2.3","55.1","2.8","2.0","0.8","1.7","0.8","0.0","0.2","10.2","1.7","83.6","2.2","0.3","0.2","83.3","2.3","74.0","2.2","16.2","2.1","63.2","2.5","6.0","1.3","16.4","2.2","(X)","(X)","0.0","1.2","59.3","7.1","40.7","7.1","(X)","(X)","0.6","0.4","84.2","2.9","15.2","2.8","(X)","(X)","0.0","0.6","94.9","2.6","5.1","2.6"
"0500000US26077","Kalamazoo County, Michigan","104234","1997","96664","2322","83787","3005","4871","911","87707","2458","6538","1227","68710","2603","1503","461","1712","558","0","172","7570","1265","93261","2165","716","366","92545","2210","84113","2222","11684","1694","77069","2592","5858","1034","10973","1559","14804","1834","166","200","10749","1684","3889","789","50973","2560","450","281","44467","2326","6056","1306","38457","2147","100","163","37329","2188","1028","311","(X)","(X)","92.7","1.2","80.4","2.2","4.7","0.9","84.1","1.6","6.3","1.2","65.9","2.2","1.4","0.4","1.6","0.5","0.0","0.1","7.3","1.2","89.5","1.5","0.7","0.4","88.8","1.5","80.7","1.8","11.2","1.6","73.9","2.1","5.6","1.0","10.5","1.5","(X)","(X)","1.1","1.3","72.6","5.3","26.3","5.0","(X)","(X)","0.9","0.6","87.2","2.5","11.9","2.4","(X)","(X)","0.3","0.4","97.1","0.9","2.7","0.8"
"0500000US26081","Kent County, Michigan","244046","2669","226890","3228","192016","3534","9643","1565","208125","3588","20161","2596","159879","4043","3289","941","4349","823","0","172","17156","2079","214107","3426","526","321","213581","3430","192737","3924","25772","2853","179746","3765","15374","2047","29939","2482","30944","2859","169","166","19507","2254","11268","1851","114070","3769","307","265","97569","3474","16194","2120","99032","3312","50","82","96505","3286","2477","741","(X)","(X)","93.0","0.8","78.7","1.3","4.0","0.6","85.3","1.1","8.3","1.1","65.5","1.5","1.3","0.4","1.8","0.3","0.0","0.1","7.0","0.8","87.7","1.0","0.2","0.1","87.5","1.0","79.0","1.4","10.6","1.2","73.7","1.4","6.3","0.8","12.3","1.0","(X)","(X)","0.5","0.5","63.0","4.8","36.4","4.7","(X)","(X)","0.3","0.2","85.5","1.7","14.2","1.7","(X)","(X)","0.1","0.1","97.4","0.7","2.5","0.7"
"0500000US26087","Lapeer County, Michigan","33560","981","30172","1096","25178","1224","2143","633","26521","1300","3174","938","19964","1351","642","419","436","199","31","55","3388","791","28310","1186","231","141","28079","1177","24866","1191","5714","1015","18920","1158","3440","659","5250","986","4652","1005","70","97","3019","831","1563","661","14930","1143","116","107","12066","1174","2748","656","13978","1069","45","76","12994","1010","939","406","(X)","(X)","89.9","2.3","75.0","3.3","6.4","1.9","79.0","3.2","9.5","2.8","59.5","3.6","1.9","1.2","1.3","0.6","0.1","0.2","10.1","2.3","84.4","2.8","0.7","0.4","83.7","2.8","74.1","2.9","17.0","2.9","56.4","3.3","10.3","1.9","15.6","2.8","(X)","(X)","1.5","2.1","64.9","11.8","33.6","12.0","(X)","(X)","0.8","0.7","80.8","4.4","18.4","4.3","(X)","(X)","0.3","0.5","93.0","2.9","6.7","2.8"
"0500000US26091","Lenawee County, Michigan","38388","1194","34700","1289","27835","1315","2121","586","30816","1362","3690","696","23679","1537","509","232","883","368","0","172","3688","639","31840","1381","118","86","31722","1371","28715","1276","5791","1033","22879","1526","2936","707","6548","938","5095","980","11","18","2949","845","2135","640","20110","1393","96","81","16173","1450","3841","750","13183","1241","11","20","12600","1198","572","250","(X)","(X)","90.4","1.7","72.5","2.7","5.5","1.5","80.3","2.3","9.6","1.8","61.7","3.4","1.3","0.6","2.3","1.0","0.0","0.3","9.6","1.7","82.9","2.4","0.3","0.2","82.6","2.4","74.8","2.6","15.1","2.6","59.6","3.5","7.6","1.8","17.1","2.4","(X)","(X)","0.2","0.4","57.9","10.8","41.9","10.7","(X)","(X)","0.5","0.4","80.4","3.7","19.1","3.7","(X)","(X)","0.1","0.1","95.6","1.8","4.3","1.8"
"0500000US26093","Livingston County, Michigan","72676","1122","69688","1312","62919","1637","3593","731","64317","1266","3908","1015","51523","1890","547","314","1977","478","29","48","2988","666","65957","1588","38","60","65919","1581","59946","1592","5210","797","57190","1759","5533","738","6719","1209","5287","833","38","60","4132","818","1117","412","26962","1515","0","172","22993","1731","3969","910","40427","1758","0","172","38794","1747","1633","529","(X)","(X)","95.9","0.9","86.6","1.8","4.9","1.0","88.5","1.1","5.4","1.4","70.9","2.4","0.8","0.4","2.7","0.7","0.0","0.1","4.1","0.9","90.8","1.7","0.1","0.1","90.7","1.7","82.5","1.9","7.2","1.1","78.7","2.1","7.6","1.0","9.2","1.7","(X)","(X)","0.7","1.1","78.2","7.6","21.1","7.7","(X)","(X)","0.0","0.5","85.3","3.4","14.7","3.4","(X)","(X)","0.0","0.3","96.0","1.3","4.0","1.3"
"0500000US26099","Macomb County, Michigan","347508","2620","320507","3754","270254","3676","15643","1666","292934","3674","29981","2989","218390","4043","2816","587","7259","1295","83","97","27001","2590","308259","3977","638","269","307621","3987","279023","4099","42047","3693","257031","4542","17634","1635","39249","3006","43940","3041","50","81","29792","2322","14098","1824","160113","4044","442","224","138758","3851","20913","2294","143455","3938","146","172","139071","3823","4238","1036","(X)","(X)","92.2","0.8","77.8","0.8","4.5","0.5","84.3","0.8","8.6","0.9","62.8","1.0","0.8","0.2","2.1","0.4","0.0","0.1","7.8","0.8","88.7","0.9","0.2","0.1","88.5","0.9","80.3","1.0","12.1","1.1","74.0","1.2","5.1","0.5","11.3","0.9","(X)","(X)","0.1","0.2","67.8","3.2","32.1","3.2","(X)","(X)","0.3","0.1","86.7","1.4","13.1","1.3","(X)","(X)","0.1","0.1","96.9","0.7","3.0","0.7"
"0500000US26103","Marquette County, Michigan","26328","1167","23233","1304","20728","1298","1859","411","19589","1314","1264","440","15687","1267","397","235","625","263","0","172","3095","587","21628","1317","16","18","21612","1318","17983","1270","2759","621","17529","1284","1434","358","4700","716","4095","900","0","172","2488","753","1607","486","13347","1085","16","18","10940","1149","2391","605","8886","956","0","172","8184","871","702","379","(X)","(X)","88.2","2.3","78.7","3.0","7.1","1.6","74.4","2.9","4.8","1.6","59.6","3.7","1.5","0.9","2.4","1.0","0.0","0.5","11.8","2.3","82.1","2.8","0.1","0.1","82.1","2.8","68.3","3.0","10.5","2.3","66.6","3.7","5.4","1.3","17.9","2.8","(X)","(X)","0.0","2.9","60.8","10.0","39.2","10.0","(X)","(X)","0.1","0.1","82.0","4.5","17.9","4.5","(X)","(X)","0.0","1.4","92.1","4.0","7.9","4.0"
"0500000US26111","Midland County, Michigan","34091","844","29947","1169","25908","1378","1070","344","27009","1109","2331","707","21670","1300","313","261","737","328","28","47","4144","877","28201","1165","13","23","28188","1164","25817","1188","5163","1062","21306","1282","2610","593","5890","959","5239","1223","0","172","2533","813","2706","805","16059","1252","13","23","13278","1329","2768","589","12793","1261","0","172","12377","1220","416","242","(X)","(X)","87.8","2.6","76.0","3.5","3.1","1.0","79.2","2.8","6.8","2.1","63.6","3.6","0.9","0.8","2.2","1.0","0.1","0.1","12.2","2.6","82.7","2.8","0.0","0.1","82.7","2.8","75.7","2.9","15.1","3.1","62.5","3.4","7.7","1.7","17.3","2.8","(X)","(X)","0.0","2.3","48.3","10.1","51.7","10.1","(X)","(X)","0.1","0.1","82.7","3.8","17.2","3.8","(X)","(X)","0.0","1.0","96.7","1.8","3.3","1.8"
"0500000US26115","Monroe County, Michigan","61586","1101","55982","1366","47270","1748","3419","753","49291","1547","4293","977","41060","1822","1015","532","1098","459","0","172","5604","1082","51808","1513","144","139","51664","1501","42989","1554","5624","966","42006","1659","4467","1022","9778","1250","7782","1412","96","128","3859","866","3827","1054","28710","1915","22","39","24247","1906","4441","881","25094","1553","26","43","23558","1547","1510","524","(X)","(X)","90.9","1.7","76.8","2.7","5.6","1.2","80.0","2.0","7.0","1.6","66.7","2.7","1.6","0.9","1.8","0.7","0.0","0.2","9.1","1.7","84.1","2.0","0.2","0.2","83.9","2.0","69.8","2.1","9.1","1.5","68.2","2.5","7.3","1.7","15.9","2.0","(X)","(X)","1.2","1.6","49.6","8.5","49.2","8.9","(X)","(X)","0.1","0.1","84.5","3.0","15.5","3.0","(X)","(X)","0.1","0.2","93.9","2.1","6.0","2.1"
"0500000US26121","Muskegon County, Michigan","67196","1329","60713","1677","45866","1922","3750","832","53713","1935","9962","1593","37179","1721","775","353","1713","530","0","172","6483","1062","56160","1807","450","232","55710","1822","49278","1772","12002","1507","41067","1880","3594","745","11036","1391","11061","1344","137","137","7101","1081","3823","770","35671","1895","131","105","29679","1792","5861","1112","20464","1691","182","167","18930","1634","1352","623","(X)","(X)","90.4","1.6","68.3","2.4","5.6","1.3","79.9","2.2","14.8","2.3","55.3","2.3","1.2","0.5","2.5","0.8","0.0","0.2","9.6","1.6","83.6","2.1","0.7","0.3","82.9","2.1","73.3","2.2","17.9","2.2","61.1","2.6","5.3","1.1","16.4","2.1","(X)","(X)","1.2","1.2","64.2","5.8","34.6","5.5","(X)","(X)","0.4","0.3","83.2","2.9","16.4","2.9","(X)","(X)","0.9","0.8","92.5","2.8","6.6","2.9"
"0500000US26125","Oakland County, Michigan","503645","3953","471392","4434","424357","5056","17941","2030","438126","4669","26595","2511","347882","5726","3776","865","12517","1348","153","233","32253","2883","454625","4344","575","329","454050","4385","401667","4822","39223","3188","398730","5452","29693","2700","49020","3203","54600","3576","94","162","36564","3080","17942","2096","184553","5112","298","268","159739","4846","24516","2585","264492","4993","183","153","257747","4956","6562","1151","(X)","(X)","93.6","0.6","84.3","0.7","3.6","0.4","87.0","0.6","5.3","0.5","69.1","0.9","0.7","0.2","2.5","0.3","0.0","0.1","6.4","0.6","90.3","0.6","0.1","0.1","90.2","0.6","79.8","0.7","7.8","0.6","79.2","0.9","5.9","0.5","9.7","0.6","(X)","(X)","0.2","0.3","67.0","3.3","32.9","3.3","(X)","(X)","0.2","0.1","86.6","1.3","13.3","1.3","(X)","(X)","0.1","0.1","97.4","0.4","2.5","0.4"
"0500000US26139","Ottawa County, Michigan","103438","1947","97207","2044","86289","2523","4146","934","89592","2127","6921","1693","70345","2603","452","285","1938","535","0","172","6231","896","91864","2249","354","228","91510","2237","82737","2233","12090","1695","75663","2717","4888","970","11574","1626","8790","1308","98","116","4748","1028","3944","927","46459","2714","165","143","40130","2619","6164","1209","48189","2457","91","109","46632","2267","1466","604","(X)","(X)","94.0","0.9","83.4","2.0","4.0","0.9","86.6","1.3","6.7","1.6","68.0","2.2","0.4","0.3","1.9","0.5","0.0","0.1","6.0","0.9","88.8","1.5","0.3","0.2","88.5","1.6","80.0","1.8","11.7","1.6","73.1","2.2","4.7","0.9","11.2","1.5","(X)","(X)","1.1","1.3","54.0","8.5","44.9","8.4","(X)","(X)","0.4","0.3","86.4","2.5","13.3","2.5","(X)","(X)","0.2","0.2","96.8","1.2","3.0","1.2"
"0500000US26145","Saginaw County, Michigan","78740","1414","69340","2123","54540","2117","4600","1048","61328","2282","8030","1361","44785","2619","991","380","1799","659","0","172","9400","1364","65460","2147","311","245","65149","2155","52408","2488","11192","1624","50171","2370","5478","1075","13280","1608","14644","1901","111","188","9292","1630","5241","1125","40152","2220","200","172","33221","2277","6731","990","23944","1647","0","172","22636","1738","1308","503","(X)","(X)","88.1","1.8","69.3","2.3","5.8","1.3","77.9","2.2","10.2","1.7","56.9","3.1","1.3","0.5","2.3","0.8","0.0","0.2","11.9","1.8","83.1","2.1","0.4","0.3","82.7","2.0","66.6","2.7","14.2","2.0","63.7","2.6","7.0","1.4","16.9","2.1","(X)","(X)","0.8","1.3","63.5","6.5","35.8","6.8","(X)","(X)","0.5","0.4","82.7","2.4","16.8","2.5","(X)","(X)","0.0","0.5","94.5","2.1","5.5","2.1"
"0500000US26147","St. Clair County, Michigan","65751","1482","59093","1626","48532","1934","3021","667","53459","1698","6796","1312","39488","1821","788","352","1007","327","0","172","6658","981","56213","1678","110","109","56103","1691","50652","1673","10098","1183","41564","1746","5703","1044","9538","1126","9729","1389","0","172","5973","1215","3756","801","31327","1921","88","103","26504","1893","4735","721","24695","1416","22","36","23626","1457","1047","347","(X)","(X)","89.9","1.5","73.8","2.4","4.6","1.0","81.3","1.9","10.3","2.0","60.1","2.5","1.2","0.5","1.5","0.5","0.0","0.2","10.1","1.5","85.5","1.7","0.2","0.2","85.3","1.7","77.0","1.8","15.4","1.8","63.2","2.3","8.7","1.5","14.5","1.7","(X)","(X)","0.0","1.2","61.4","7.4","38.6","7.4","(X)","(X)","0.3","0.3","84.6","2.3","15.1","2.3","(X)","(X)","0.1","0.1","95.7","1.4","4.2","1.4"
"0500000US26155","Shiawassee County, Michigan","28218","620","25877","900","19941","976","1428","397","23134","969","4371","878","15605","1077","301","183","401","219","71","107","2341","573","23496","935","47","55","23449","933","17086","1172","4570","928","16662","1184","2832","674","4722","742","3199","667","6","9","1945","546","1248","387","16041","1120","41","53","13141","1178","2859","536","8978","906","0","172","8363","903","615","325","(X)","(X)","91.7","2.1","70.7","3.4","5.1","1.4","82.0","2.5","15.5","3.0","55.3","3.8","1.1","0.6","1.4","0.8","0.3","0.4","8.3","2.1","83.3","2.6","0.2","0.2","83.1","2.6","60.6","4.0","16.2","3.2","59.0","4.1","10.0","2.4","16.7","2.6","(X)","(X)","0.2","0.3","60.8","10.0","39.0","10.0","(X)","(X)","0.3","0.3","81.9","3.4","17.8","3.4","(X)","(X)","0.0","1.4","93.1","3.6","6.9","3.6"
"0500000US26159","Van Buren County, Michigan","28607","1337","25847","1313","21438","1259","1365","593","22797","1264","2601","617","16938","1352","479","227","672","340","0","172","2760","560","23673","1418","132","94","23541","1439","20680","1316","6118","949","15098","1155","2449","558","4934","803","4360","806","46","51","2936","724","1378","388","14219","1326","21","37","11193","1173","3005","759","10028","1142","65","78","9412","1152","551","322","(X)","(X)","90.4","1.9","74.9","2.5","4.8","2.1","79.7","2.5","9.1","2.2","59.2","3.6","1.7","0.8","2.3","1.2","0.0","0.4","9.6","1.9","82.8","2.8","0.5","0.3","82.3","2.8","72.3","3.0","21.4","2.9","52.8","3.5","8.6","2.0","17.2","2.8","(X)","(X)","1.1","1.2","67.3","8.2","31.6","8.1","(X)","(X)","0.1","0.3","78.7","4.7","21.1","4.7","(X)","(X)","0.6","0.8","93.9","3.2","5.5","3.2"
"0500000US26161","Washtenaw County, Michigan","143072","1755","137406","2144","125861","2303","4364","915","129046","2488","5957","1140","98132","2965","751","356","3401","806","28","46","5666","1042","131260","2186","72","86","131188","2185","122455","2619","11188","1571","115744","2343","7621","1103","11812","1500","22533","2214","38","72","17601","1867","4894","978","51532","3117","0","172","46798","3208","4734","911","69007","2705","34","56","66789","2740","2184","741","(X)","(X)","96.0","0.7","88.0","1.2","3.1","0.6","90.2","1.2","4.2","0.8","68.6","1.9","0.5","0.2","2.4","0.6","0.0","0.1","4.0","0.7","91.7","1.0","0.1","0.1","91.7","1.0","85.6","1.4","7.8","1.1","80.9","1.4","5.3","0.8","8.3","1.0","(X)","(X)","0.2","0.3","78.1","3.6","21.7","3.7","(X)","(X)","0.0","0.2","90.8","1.8","9.2","1.8","(X)","(X)","0.0","0.1","96.8","1.1","3.2","1.1"
"0500000US26163","Wayne County, Michigan","687546","4917","615308","5857","470602","6571","29633","2036","563830","5699","95059","4669","379472","6520","7535","1176","16649","2285","320","207","72238","4176","544333","6489","1722","693","542611","6510","459985","6305","91798","4538","432378","6294","36253","2720","143213","5301","157279","5496","339","305","89962","4040","66978","3921","322661","6682","1001","449","257884","6556","63776","3939","207606","4997","382","316","194765","4766","12459","1915","(X)","(X)","89.5","0.6","68.4","0.8","4.3","0.3","82.0","0.6","13.8","0.7","55.2","0.9","1.1","0.2","2.4","0.3","0.0","0.1","10.5","0.6","79.2","0.8","0.3","0.1","78.9","0.8","66.9","0.9","13.4","0.7","62.9","0.8","5.3","0.4","20.8","0.8","(X)","(X)","0.2","0.2","57.2","1.8","42.6","1.8","(X)","(X)","0.3","0.1","79.9","1.2","19.8","1.2","(X)","(X)","0.2","0.2","93.8","0.9","6.0","0.9"
"0500000US27003","Anoka County, Minnesota","128140","1393","121430","1748","108964","2189","5355","978","111983","2243","5584","1067","89421","2744","1197","573","2454","559","43","71","6710","1300","117635","1918","610","276","117025","1892","106351","2470","20249","2230","93328","2583","7149","1040","10505","1534","9631","1309","76","93","6347","933","3208","957","46339","2503","346","196","40693","2536","5300","979","72170","2364","188","152","69985","2369","1997","629","(X)","(X)","94.8","1.0","85.0","1.5","4.2","0.8","87.4","1.5","4.4","0.8","69.8","1.9","0.9","0.4","1.9","0.4","0.0","0.1","5.2","1.0","91.8","1.2","0.5","0.2","91.3","1.2","83.0","1.7","15.8","1.7","72.8","2.0","5.6","0.8","8.2","1.2","(X)","(X)","0.8","1.0","65.9","7.5","33.3","7.4","(X)","(X)","0.7","0.4","87.8","2.1","11.4","2.1","(X)","(X)","0.3","0.2","97.0","0.9","2.8","0.9"
"0500000US27013","Blue Earth County, Minnesota","26362","855","24699","1032","22023","1036","1236","374","22736","1050","1469","530","14449","1148","249","153","843","387","4","7","1663","520","23385","1058","37","32","23348","1058","19000","1079","2779","768","19744","1147","1348","459","2977","697","4019","784","0","147","2861","684","1158","498","11972","1315","23","24","10586","1268","1363","525","10371","1055","14","23","9901","1003","456","217","(X)","(X)","93.7","2.0","83.5","2.7","4.7","1.4","86.2","2.5","5.6","2.0","54.8","4.2","0.9","0.6","3.2","1.4","0.0","0.1","6.3","2.0","88.7","2.6","0.1","0.1","88.6","2.6","72.1","3.8","10.5","2.9","74.9","3.3","5.1","1.7","11.3","2.6","(X)","(X)","0.0","2.2","71.2","10.7","28.8","10.7","(X)","(X)","0.2","0.2","88.4","4.2","11.4","4.2","(X)","(X)","0.1","0.2","95.5","2.0","4.4","2.0"
"0500000US27019","Carver County, Minnesota","36925","929","35284","1031","32407","1192","936","326","33439","1192","1618","746","29167","1277","140","135","1491","501","0","147","1641","482","33915","1182","28","33","33887","1180","32430","1268","3048","788","29409","1368","2632","635","3010","742","2292","818","0","147","1388","595","904","475","10650","1377","16","26","8957","1195","1677","651","23983","1347","12","20","23542","1381","429","225","(X)","(X)","95.6","1.3","87.8","2.5","2.5","0.9","90.6","1.8","4.4","2.0","79.0","2.9","0.4","0.4","4.0","1.3","0.0","0.2","4.4","1.3","91.8","2.0","0.1","0.1","91.8","2.0","87.8","2.5","8.3","2.1","79.6","3.3","7.1","1.7","8.2","2.0","(X)","(X)","0.0","3.8","60.6","14.8","39.4","14.8","(X)","(X)","0.2","0.3","84.1","5.4","15.7","5.4","(X)","(X)","0.1","0.1","98.2","1.0","1.8","0.9"
"0500000US27037","Dakota County, Minnesota","162496","1249","155843","1685","141564","2223","5579","1009","144764","2160","5709","992","120992","2843","1927","664","4453","753","53","87","6653","1178","150390","1732","220","132","150170","1745","139119","2228","11475","1590","135196","2242","7667","1025","12106","1417","11906","1625","40","59","8107","1284","3759","985","56899","2576","159","118","50387","2541","6353","1113","93691","2720","21","24","91676","2772","1994","626","(X)","(X)","95.9","0.7","87.1","1.1","3.4","0.6","89.1","1.0","3.5","0.6","74.5","1.6","1.2","0.4","2.7","0.5","0.0","0.1","4.1","0.7","92.5","0.9","0.1","0.1","92.4","0.9","85.6","1.1","7.1","1.0","83.2","1.3","4.7","0.6","7.5","0.9","(X)","(X)","0.3","0.5","68.1","6.7","31.6","6.6","(X)","(X)","0.3","0.2","88.6","1.9","11.2","1.9","(X)","(X)","0.0","0.1","97.8","0.7","2.1","0.7"
"0500000US27053","Hennepin County, Minnesota","508964","3587","482143","4340","435251","4902","20825","2101","447911","4666","27767","2552","341177","5175","3850","843","15018","1742","179","181","26821","2518","451874","4811","1051","405","450823","4780","403576","5157","38343","2881","400328","5516","23403","2624","57090","3538","57499","3104","263","228","36941","2843","20295","2270","193232","5937","712","318","163436","5716","29084","2710","258233","5188","76","88","250446","4948","7711","1339","(X)","(X)","94.7","0.5","85.5","0.7","4.1","0.4","88.0","0.7","5.5","0.5","67.0","0.9","0.8","0.2","3.0","0.3","0.0","0.1","5.3","0.5","88.8","0.7","0.2","0.1","88.6","0.7","79.3","0.9","7.5","0.6","78.7","0.9","4.6","0.5","11.2","0.7","(X)","(X)","0.5","0.4","64.2","3.5","35.3","3.5","(X)","(X)","0.4","0.2","84.6","1.3","15.1","1.3","(X)","(X)","0.0","0.1","97.0","0.5","3.0","0.5"
"0500000US27109","Olmsted County, Minnesota","63462","1096","59280","1448","52486","1861","2685","666","54566","1594","4200","1278","43364","1978","782","498","1519","537","0","147","4182","863","55326","1561","321","300","55005","1594","50388","1680","6337","1202","46791","1655","3162","576","8136","1040","7247","1254","0","147","4313","833","2934","944","24324","1729","266","293","20192","1871","3866","739","31891","1716","55","60","30500","1677","1336","586","(X)","(X)","93.4","1.4","82.7","2.5","4.2","1.0","86.0","1.8","6.6","2.0","68.3","2.8","1.2","0.8","2.4","0.8","0.0","0.1","6.6","1.4","87.2","1.7","0.5","0.5","86.7","1.8","79.4","2.0","10.0","1.9","73.7","2.3","5.0","0.9","12.8","1.7","(X)","(X)","0.0","1.2","59.5","9.2","40.5","9.2","(X)","(X)","1.1","1.2","83.0","3.6","15.9","3.1","(X)","(X)","0.2","0.2","95.6","1.8","4.2","1.8"
"0500000US27123","Ramsey County, Minnesota","209287","2101","194490","2576","168912","3251","9756","1429","177221","2873","13935","1996","133553","3139","2164","698","4944","870","108","119","14797","1764","185041","2801","985","313","184056","2796","165938","3012","24872","2410","153557","3439","9546","1321","24246","2038","27933","2720","337","208","19577","2229","8019","1559","90620","3237","520","240","77986","2987","12114","1597","90734","3174","128","130","86493","3058","4113","950","(X)","(X)","92.9","0.8","80.7","1.4","4.7","0.7","84.7","1.0","6.7","0.9","63.8","1.4","1.0","0.3","2.4","0.4","0.1","0.1","7.1","0.8","88.4","1.0","0.5","0.1","87.9","1.0","79.3","1.1","11.9","1.1","73.4","1.5","4.6","0.6","11.6","1.0","(X)","(X)","1.2","0.8","70.1","4.6","28.7","4.5","(X)","(X)","0.6","0.3","86.1","1.6","13.4","1.6","(X)","(X)","0.1","0.1","95.3","1.0","4.5","1.0"
"0500000US27131","Rice County, Minnesota","23358","783","20971","941","18239","1028","1706","440","18766","951","1369","545","14555","1123","55","87","326","188","10","17","2387","694","20080","934","49","54","20031","935","18184","1010","2855","769","16072","1064","1398","403","3278","746","2872","640","0","147","1758","567","1114","400","10128","1116","42","53","8509","1044","1577","592","10358","995","7","13","9764","921","587","286","(X)","(X)","89.8","2.9","78.1","4.0","7.3","1.9","80.3","3.0","5.9","2.3","62.3","4.5","0.2","0.4","1.4","0.8","0.0","0.1","10.2","2.9","86.0","3.1","0.2","0.2","85.8","3.1","77.8","3.4","12.2","3.2","68.8","4.4","6.0","1.7","14.0","3.1","(X)","(X)","0.0","3.1","61.2","12.4","38.8","12.4","(X)","(X)","0.4","0.5","84.0","5.5","15.6","5.5","(X)","(X)","0.1","0.1","94.3","2.6","5.7","2.6"
