"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M"
"0500000US27145","Stearns County, Minnesota","58510","1538","3.4","1.1","5.5","1.3","8.6","1.7","10.7","2.1","12.9","2.0","18.3","2.1","14.0","2.0","15.9","1.8","6.2","1.2","4.5","1.2","60669","2225","78545","3779","37.3","(X)","(X)","(X)","(X)","(X)","38320","1926","1.3","0.9","2.6","1.6","5.2","1.8","7.8","2.2","14.0","2.5","18.2","2.3","15.8","2.4","20.2","2.5","8.2","1.6","6.8","1.8","75969","3784","94193","5748","(X)","(X)","37.1","(X)","(X)","(X)","30194","1761","0.6","0.5","0.6","0.4","4.3","1.8","6.4","2.0","12.2","2.4","17.2","2.5","16.1","2.7","24.7","2.9","9.8","2.0","8.1","2.2","88512","5322","N","N","(X)","(X)","(X)","(X)","(X)","(X)","20190","1815","7.7","2.6","10.9","2.6","15.8","3.9","16.4","3.9","13.3","3.2","17.3","3.7","10.2","3.3","6.0","2.2","2.2","1.5","0.2","0.2","34584","3024","46233","3155","(X)","(X)","(X)","(X)","37.2","(X)"
"0500000US27163","Washington County, Minnesota","96387","1277","2.5","0.8","2.1","0.7","3.3","0.8","5.0","1.2","10.0","1.4","15.1","1.9","14.7","2.0","21.8","2.2","12.5","1.6","13.1","1.4","95124","4445","121670","5348","25.5","(X)","(X)","(X)","(X)","(X)","68219","2257","1.4","0.9","0.6","0.4","1.2","0.6","2.4","0.8","7.7","1.6","12.9","2.1","14.6","2.3","26.5","2.5","15.7","2.0","17.0","1.8","114877","5917","142938","6706","(X)","(X)","25.1","(X)","(X)","(X)","57452","2418","0.8","0.5","0.3","0.2","0.6","0.4","1.8","0.8","5.5","1.4","10.7","2.0","14.6","2.5","28.4","2.8","17.4","2.4","19.9","2.0","126515","4541","N","N","(X)","(X)","(X)","(X)","(X)","(X)","28168","2253","5.8","2.2","6.0","2.2","9.5","2.6","10.4","3.1","15.5","3.4","22.9","3.9","13.4","3.1","9.5","2.5","4.0","1.5","3.0","1.1","51817","3015","65369","5070","(X)","(X)","(X)","(X)","24.7","(X)"
"0500000US27171","Wright County, Minnesota","48863","843","3.3","1.2","2.7","1.4","4.1","1.5","5.9","1.3","10.1","2.1","16.0","2.4","16.0","2.3","22.9","2.7","11.0","2.3","8.0","1.6","88359","7928","101340","4930","29.9","(X)","(X)","(X)","(X)","(X)","35755","1562","1.5","0.7","1.1","1.1","2.7","1.6","4.0","1.4","7.2","2.3","16.2","3.1","17.9","3.0","26.5","3.6","13.1","3.1","9.8","2.1","99120","5283","115276","6582","(X)","(X)","27.1","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","106771","9744","N","N","(X)","(X)","(X)","(X)","(X)","(X)","13108","1386","8.7","4.4","7.1","3.1","8.4","3.1","12.6","3.5","18.2","5.4","18.6","5.3","12.9","5.2","9.1","5.0","2.7","2.4","1.8","1.3","47794","7583","55856","5375","(X)","(X)","(X)","(X)","34.7","(X)"
"0500000US28033","DeSoto County, Mississippi","63075","1642","3.5","1.0","3.2","1.2","6.8","1.4","9.0","2.3","15.6","2.1","17.5","2.2","16.8","2.6","16.4","2.7","7.5","1.8","3.8","1.3","68385","3907","79336","3535","36.6","(X)","(X)","(X)","(X)","(X)","45993","2168","2.5","1.1","1.7","1.0","4.6","1.8","6.7","2.1","13.3","2.5","17.6","2.5","19.8","3.2","20.0","3.3","8.9","2.4","4.8","1.7","78888","2681","89277","4395","(X)","(X)","34.9","(X)","(X)","(X)","34561","2208","1.3","0.8","1.2","1.1","2.0","1.3","3.2","1.4","11.7","2.8","17.1","2.7","22.2","3.8","23.7","4.2","11.4","3.0","6.0","2.1","88779","5617","100875","5248","(X)","(X)","(X)","(X)","(X)","(X)","17082","1789","7.3","2.7","7.2","3.6","12.2","3.8","18.3","5.5","21.1","5.4","15.6","4.7","8.8","4.0","6.1","3.8","2.5","2.1","0.9","0.9","40557","7441","49569","5455","(X)","(X)","(X)","(X)","40.1","(X)"
"0500000US28035","Forrest County, Mississippi","27248","1513","12.9","3.6","6.3","2.8","16.4","4.2","7.6","3.2","20.4","5.3","17.0","5.3","6.7","2.6","8.9","2.9","1.8","1.2","2.0","1.3","38837","2737","58042","10602","35.8","(X)","(X)","(X)","(X)","(X)","14427","1663","6.6","3.2","4.7","3.3","14.9","6.1","4.2","2.6","22.5","7.6","17.5","6.2","10.9","4.8","13.8","4.9","1.9","1.7","2.9","2.1","47123","5000","69205","15095","(X)","(X)","43.7","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","64302","10498","N","N","(X)","(X)","(X)","(X)","(X)","(X)","12821","1420","20.4","7.1","8.1","4.3","19.6","6.6","9.9","5.0","18.7","6.8","15.3","7.7","2.0","1.7","3.4","2.4","1.8","1.9","0.9","1.5","25952","4163","44894","15455","(X)","(X)","(X)","(X)","26.5","(X)"
"0500000US28047","Harrison County, Mississippi","82375","2255","11.3","2.1","6.3","1.7","10.7","1.8","10.4","2.4","15.5","2.6","17.0","2.5","10.2","1.6","11.9","2.1","3.3","0.9","3.2","1.0","45042","3009","65158","4672","39.9","(X)","(X)","(X)","(X)","(X)","52963","2631","9.8","2.9","2.6","1.2","8.5","2.3","9.7","3.0","14.5","3.1","18.2","3.0","12.7","2.4","15.7","2.8","4.5","1.3","3.9","1.4","57842","4080","73494","4761","(X)","(X)","39.2","(X)","(X)","(X)","35064","2519","1.0","0.9","0.4","0.4","4.3","1.9","9.2","3.7","16.4","4.2","18.4","3.3","16.6","3.5","21.2","4.1","6.6","1.9","5.9","2.1","75635","8242","N","N","(X)","(X)","(X)","(X)","(X)","(X)","29412","2590","16.8","4.4","12.9","4.0","17.1","3.9","11.0","3.4","15.2","4.3","15.9","4.2","5.0","2.0","3.5","1.9","0.5","0.5","2.0","1.4","27189","4417","46720","10727","(X)","(X)","(X)","(X)","37.5","(X)"
"0500000US28049","Hinds County, Mississippi","85483","2220","8.2","1.3","5.5","1.3","14.3","2.0","10.7","1.9","16.3","2.2","18.0","2.5","12.2","2.0","9.3","1.5","3.4","1.0","2.0","0.7","45459","2574","58036","2355","32.2","(X)","(X)","(X)","(X)","(X)","52610","2979","4.9","1.5","3.3","1.4","9.9","2.3","10.3","2.2","14.6","2.4","21.0","3.4","16.0","2.9","12.8","2.1","4.7","1.5","2.3","0.8","59783","3693","69225","3061","(X)","(X)","36.0","(X)","(X)","(X)","29434","2501","1.8","1.5","0.7","0.8","3.5","1.4","5.4","2.3","11.0","3.1","23.1","4.4","22.6","4.6","20.2","3.0","7.9","2.6","3.7","1.5","79973","5699","N","N","(X)","(X)","(X)","(X)","(X)","(X)","32873","2634","13.4","2.9","10.5","2.7","22.4","3.8","11.7","2.8","17.5","3.7","13.8","3.4","5.1","2.3","3.1","1.4","1.1","0.7","1.4","0.9","28131","3960","38308","2976","(X)","(X)","(X)","(X)","24.5","(X)"
"0500000US28059","Jackson County, Mississippi","51659","2358","8.2","2.1","7.3","2.2","10.6","2.8","9.8","2.5","13.6","3.0","19.9","3.3","14.4","2.6","10.6","2.7","3.1","1.3","2.5","1.0","50546","4577","62412","4615","36.0","(X)","(X)","(X)","(X)","(X)","33753","2417","5.2","2.1","4.7","2.4","8.6","3.2","9.4","3.0","12.2","3.7","20.2","4.0","17.6","3.5","14.8","3.7","4.5","2.0","2.9","1.6","61281","7070","73127","6510","(X)","(X)","34.7","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","76118","4241","N","N","(X)","(X)","(X)","(X)","(X)","(X)","17906","2101","13.9","4.5","12.3","4.4","15.6","4.3","10.4","4.6","16.4","5.2","18.5","6.0","9.4","3.7","1.6","1.6","0.0","1.1","1.8","1.9","33540","5308","40690","5170","(X)","(X)","(X)","(X)","38.1","(X)"
"0500000US28067","Jones County, Mississippi","25098","1254","7.9","3.6","7.4","3.4","13.4","4.7","9.0","4.0","12.5","4.0","20.4","5.5","14.4","4.6","10.5","3.4","2.2","1.7","2.3","2.0","49393","13557","59227","6798","40.8","(X)","(X)","(X)","(X)","(X)","17400","1473","3.6","3.1","6.3","3.7","11.2","5.2","7.4","4.7","9.7","4.3","24.8","7.0","16.5","5.5","14.0","5.0","3.2","2.5","3.2","2.8","61429","6844","69829","8809","(X)","(X)","41.8","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","72351","11064","N","N","(X)","(X)","(X)","(X)","(X)","(X)","7698","1406","17.6","8.1","10.0","6.8","18.3","8.9","12.5","6.7","18.8","9.2","15.1","8.1","5.0","6.0","2.6","3.5","0.0","2.5","0.0","2.5","29172","7002","33596","6055","(X)","(X)","(X)","(X)","38.5","(X)"
"0500000US28075","Lauderdale County, Mississippi","29993","1432","18.6","5.0","9.4","3.8","9.4","2.8","9.2","2.8","17.9","4.2","15.0","4.2","6.6","2.1","8.3","2.8","3.5","1.8","2.1","1.2","37971","4051","54725","7823","27.4","(X)","(X)","(X)","(X)","(X)","18858","1996","8.3","4.0","6.7","4.7","8.8","3.8","9.6","4.0","20.8","5.4","15.7","4.9","9.7","3.4","12.9","4.4","4.7","2.6","2.7","1.8","46684","4338","68591","10909","(X)","(X)","28.7","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","66740","18006","N","N","(X)","(X)","(X)","(X)","(X)","(X)","11135","1651","36.0","9.5","13.9","5.7","10.5","4.3","8.6","4.3","13.3","6.5","13.7","6.3","0.9","1.3","0.4","0.8","1.6","2.1","1.1","1.1","15058","5240","31088","8466","(X)","(X)","(X)","(X)","25.3","(X)"
"0500000US28081","Lee County, Mississippi","32527","1164","6.4","2.7","5.5","1.8","13.5","3.4","9.8","2.7","12.2","2.6","16.7","3.3","18.0","3.7","11.2","2.8","3.0","1.3","3.7","1.5","53062","6832","69878","6559","34.5","(X)","(X)","(X)","(X)","(X)","22217","1634","2.5","1.5","1.8","1.3","10.9","3.6","10.0","3.5","10.9","3.0","17.9","4.3","21.8","4.9","15.4","4.0","3.5","1.6","5.2","2.2","68757","7094","84376","9570","(X)","(X)","38.0","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","80320","5458","N","N","(X)","(X)","(X)","(X)","(X)","(X)","10310","1438","16.2","7.7","14.1","5.0","20.0","6.4","11.4","5.1","10.3","4.3","15.0","5.8","9.5","4.6","1.1","1.3","2.0","2.0","0.5","0.9","24770","6554","36645","5587","(X)","(X)","(X)","(X)","26.6","(X)"
"0500000US28089","Madison County, Mississippi","40229","1467","2.7","1.4","1.9","1.1","5.8","2.1","9.8","2.8","10.0","2.3","18.6","3.2","15.1","3.0","15.1","3.2","7.3","2.3","13.6","2.7","75992","3574","111693","11512","33.1","(X)","(X)","(X)","(X)","(X)","29030","1660","0.7","0.6","1.1","1.1","3.3","1.9","9.0","3.4","10.0","2.6","15.5","3.3","16.5","3.6","16.7","4.0","9.9","3.2","17.2","3.5","90490","6672","129361","15111","(X)","(X)","33.2","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","114370","13710","N","N","(X)","(X)","(X)","(X)","(X)","(X)","11199","1462","8.1","5.1","3.7","2.6","12.6","6.2","12.5","5.0","10.9","5.3","25.3","7.8","11.0","5.1","10.8","5.7","0.8","1.0","4.3","3.2","51255","9965","64751","11295","(X)","(X)","(X)","(X)","33.0","(X)"
"0500000US28121","Rankin County, Mississippi","55483","1717","3.8","1.3","3.4","1.4","7.0","2.2","8.4","1.9","12.3","3.0","21.9","3.5","16.1","3.0","14.6","2.8","8.6","2.1","3.8","1.1","66480","3250","81922","4556","39.0","(X)","(X)","(X)","(X)","(X)","38785","2278","1.0","0.7","2.8","1.6","4.8","2.3","5.9","2.1","10.3","2.9","22.6","4.6","19.1","4.1","19.2","3.8","10.5","2.8","3.9","1.3","78317","5654","90139","4645","(X)","(X)","37.7","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","90810","7035","N","N","(X)","(X)","(X)","(X)","(X)","(X)","16698","1954","10.1","4.1","6.4","3.3","14.2","4.8","13.8","4.5","16.9","6.5","20.8","6.1","9.1","3.7","3.6","2.8","1.4","1.6","3.7","2.2","40603","7017","57207","10902","(X)","(X)","(X)","(X)","40.9","(X)"
"0500000US29019","Boone County, Missouri","72217","1620","6.3","1.7","4.5","1.6","9.2","2.1","12.6","2.2","12.9","2.2","19.4","2.8","10.7","2.1","15.2","2.2","4.1","1.5","5.2","1.5","54356","3368","74844","4179","26.1","(X)","(X)","(X)","(X)","(X)","39505","1967","2.2","1.2","3.6","2.3","3.3","2.2","8.6","2.4","11.6","3.2","18.6","3.5","13.7","3.1","24.3","4.0","6.4","2.4","7.8","2.2","78831","7817","97407","6675","(X)","(X)","27.0","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","93845","8933","N","N","(X)","(X)","(X)","(X)","(X)","(X)","32712","2127","12.1","3.5","6.1","2.4","16.2","3.7","17.3","3.6","15.5","3.6","19.4","4.7","6.5","2.5","3.4","1.4","1.4","1.1","2.0","1.5","33763","3441","46224","4749","(X)","(X)","(X)","(X)","24.1","(X)"
"0500000US29021","Buchanan County, Missouri","33621","1285","4.4","1.5","7.5","2.8","9.6","2.6","11.7","2.6","13.3","2.2","19.5","2.9","15.8","3.0","10.5","2.1","5.1","1.9","2.6","1.3","55020","5055","65793","4388","36.8","(X)","(X)","(X)","(X)","(X)","20116","1537","4.4","2.3","1.5","1.0","7.3","2.9","10.3","3.0","13.8","3.3","21.3","3.9","16.3","3.8","13.1","3.1","8.4","3.2","3.6","1.8","64623","5926","77855","6706","(X)","(X)","35.2","(X)","(X)","(X)","13190","1350","1.1","1.4","1.3","1.2","5.2","3.2","6.9","2.7","9.6","3.3","24.9","5.4","19.2","5.0","15.6","4.1","10.8","4.3","5.4","2.9","76304","6326","N","N","(X)","(X)","(X)","(X)","(X)","(X)","13505","1591","7.0","2.8","16.5","6.4","14.5","4.5","12.5","4.8","14.5","4.5","16.3","5.2","11.8","4.4","5.7","2.6","0.1","0.2","1.2","1.6","34441","5617","44389","5235","(X)","(X)","(X)","(X)","35.9","(X)"
"0500000US29031","Cape Girardeau County, Missouri","28675","1233","7.4","2.9","5.0","1.7","12.7","3.3","10.2","3.2","14.8","2.9","19.4","4.1","14.1","3.1","11.3","2.8","2.9","1.5","2.1","1.2","49844","5372","62336","5055","37.6","(X)","(X)","(X)","(X)","(X)","18641","1291","3.0","1.6","1.9","1.6","9.0","3.9","8.8","3.4","18.1","4.8","18.5","5.1","16.9","4.1","16.7","4.4","4.4","2.2","2.7","1.6","61275","6607","75321","6844","(X)","(X)","39.3","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","77015","6365","N","N","(X)","(X)","(X)","(X)","(X)","(X)","10034","1223","16.2","7.3","10.5","4.3","19.8","5.6","14.0","5.9","12.3","4.2","18.7","6.5","6.8","4.5","1.4","1.7","0.0","1.5","0.3","0.5","26383","5298","34515","4544","(X)","(X)","(X)","(X)","34.5","(X)"
"0500000US29037","Cass County, Missouri","40197","905","3.0","1.5","2.6","1.1","7.4","2.3","8.6","2.1","11.9","2.5","20.7","3.1","16.1","3.3","18.2","3.0","6.9","2.0","4.5","1.3","71114","6282","83313","4234","35.7","(X)","(X)","(X)","(X)","(X)","29713","1320","1.7","1.2","0.8","0.9","5.3","2.3","6.6","2.1","11.3","2.6","19.5","3.5","19.2","4.0","22.1","3.7","8.3","2.5","5.2","1.6","81615","6400","92889","4838","(X)","(X)","34.1","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","92791","5589","N","N","(X)","(X)","(X)","(X)","(X)","(X)","10484","1227","7.9","4.7","7.8","3.7","15.4","5.4","14.8","4.7","14.9","6.1","23.4","6.6","5.9","3.8","4.6","3.5","2.8","2.2","2.6","2.2","37787","7285","51314","8238","(X)","(X)","(X)","(X)","38.3","(X)"
"0500000US29043","Christian County, Missouri","31421","1196","6.0","2.5","2.7","1.2","13.3","2.7","8.0","2.5","14.4","2.6","20.5","3.7","13.8","2.9","14.9","3.7","3.4","1.5","3.1","1.4","56717","4486","70756","5252","37.1","(X)","(X)","(X)","(X)","(X)","22064","1333","2.7","1.6","0.6","0.5","6.6","3.2","7.8","3.5","13.9","3.1","22.5","4.2","16.3","3.7","20.9","4.9","4.3","2.0","4.3","2.1","68460","6419","84591","6946","(X)","(X)","37.1","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","78755","5369","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9357","1352","15.3","7.0","6.8","3.8","28.3","6.1","12.2","6.5","18.9","6.1","11.6","6.2","5.3","3.1","0.2","0.4","1.3","1.7","0.2","0.4","24935","7957","34751","5332","(X)","(X)","(X)","(X)","37.0","(X)"
"0500000US29047","Clay County, Missouri","91901","1902","3.3","1.0","3.0","1.3","6.2","1.5","8.4","1.5","14.0","1.9","18.9","2.1","15.0","1.8","17.7","2.1","7.1","1.2","6.3","1.2","68269","3849","86398","3029","30.0","(X)","(X)","(X)","(X)","(X)","60259","2836","2.6","1.1","0.4","0.4","4.2","1.5","6.9","1.8","9.8","2.2","17.9","2.9","17.5","2.3","22.2","2.6","10.0","1.6","8.5","1.7","84916","3409","102311","4790","(X)","(X)","30.9","(X)","(X)","(X)","46824","2733","1.6","1.2","0.0","0.1","2.8","1.2","4.3","1.7","7.8","2.1","16.9","2.7","19.4","2.8","24.4","2.9","12.2","2.2","10.5","2.1","94896","3765","N","N","(X)","(X)","(X)","(X)","(X)","(X)","31642","2658","5.0","1.8","8.0","3.4","10.9","3.0","13.3","3.3","22.2","3.6","20.8","3.9","9.6","2.8","7.2","2.3","1.5","1.0","1.5","0.9","42214","2327","52544","3137","(X)","(X)","(X)","(X)","26.8","(X)"
"0500000US29051","Cole County, Missouri","29593","1324","2.8","1.5","2.5","1.6","9.4","2.6","6.8","2.3","14.0","3.2","24.4","3.3","12.2","3.0","18.7","3.4","5.2","1.9","4.0","1.7","63568","4309","80749","7060","34.4","(X)","(X)","(X)","(X)","(X)","19670","1466","1.9","1.5","1.6","1.6","6.7","3.1","5.5","3.2","10.6","3.8","23.9","4.6","13.2","3.8","25.1","4.7","6.8","2.7","4.8","2.1","74729","5590","88761","5744","(X)","(X)","34.3","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","82421","13220","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9923","1205","5.2","3.5","6.4","3.9","15.8","6.6","12.5","5.1","20.4","6.1","21.9","6.4","8.2","4.7","5.1","3.6","2.2","2.2","2.4","3.2","41822","5037","60988","19975","(X)","(X)","(X)","(X)","31.8","(X)"
"0500000US29071","Franklin County, Missouri","40387","1353","2.9","1.2","3.5","2.0","9.0","2.5","10.6","2.5","15.0","3.2","21.0","3.6","17.5","3.5","11.8","2.7","4.0","1.6","4.6","2.1","58209","4916","77029","6873","28.2","(X)","(X)","(X)","(X)","(X)","27834","1641","2.3","1.4","1.4","1.0","4.6","2.3","10.1","3.7","11.9","3.3","23.5","4.3","21.6","4.5","12.6","3.2","5.5","2.3","6.4","2.9","71266","3775","87836","8461","(X)","(X)","29.1","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","81267","4336","N","N","(X)","(X)","(X)","(X)","(X)","(X)","12553","1723","4.8","2.8","9.5","5.7","19.6","5.9","16.2","6.1","23.3","6.2","12.9","4.9","5.2","2.2","7.2","4.4","0.6","1.1","0.6","0.9","34915","3941","47350","10513","(X)","(X)","(X)","(X)","24.9","(X)"
"0500000US29077","Greene County, Missouri","128691","1842","7.8","1.3","8.7","1.5","11.3","1.5","12.6","1.6","15.0","1.9","18.8","1.9","10.7","1.4","8.8","1.3","3.0","0.7","3.3","0.9","43771","2361","62445","3874","28.5","(X)","(X)","(X)","(X)","(X)","72929","2974","3.3","1.1","2.5","1.1","7.8","1.9","9.4","1.8","16.7","2.5","22.3","2.7","14.3","2.0","13.6","2.3","4.7","1.1","5.3","1.6","60221","3036","83026","6995","(X)","(X)","28.9","(X)","(X)","(X)","56364","2678","2.2","1.2","1.8","1.0","5.6","1.5","7.4","1.6","14.4","2.5","22.4","3.1","16.8","2.6","16.8","2.9","5.9","1.5","6.7","1.9","70448","3994","94091","8536","(X)","(X)","(X)","(X)","(X)","(X)","55762","3030","14.3","2.9","16.9","3.0","16.6","2.5","17.0","2.9","13.7","3.0","12.7","2.4","5.6","1.7","2.0","0.8","0.6","0.7","0.6","0.6","26021","1622","34079","1985","(X)","(X)","(X)","(X)","27.2","(X)"
"0500000US29095","Jackson County, Missouri","288752","3533","6.1","0.7","4.6","0.6","10.2","0.9","10.1","0.9","14.1","1.1","18.2","1.1","12.7","0.9","14.6","1.0","5.1","0.5","4.4","0.6","55929","1493","74371","2002","34.1","(X)","(X)","(X)","(X)","(X)","170337","4111","3.6","0.7","2.2","0.6","6.9","1.2","8.6","1.1","11.6","1.3","19.7","1.5","15.5","1.2","18.5","1.6","7.2","0.8","6.3","0.8","71506","1891","89218","2807","(X)","(X)","35.3","(X)","(X)","(X)","114872","3500","1.4","0.5","0.5","0.4","3.3","1.0","4.9","1.0","10.2","1.4","18.9","1.7","18.4","1.6","24.2","2.0","9.7","1.2","8.6","1.1","86974","2682","106997","3903","(X)","(X)","(X)","(X)","(X)","(X)","118415","4518","10.6","1.4","8.5","1.2","15.1","1.9","13.7","1.9","17.6","2.0","16.0","1.7","7.6","1.2","7.3","1.2","2.1","0.8","1.5","0.4","36593","2026","49796","2348","(X)","(X)","(X)","(X)","30.8","(X)"
"0500000US29097","Jasper County, Missouri","47846","957","7.3","2.0","4.6","1.7","11.8","2.7","13.5","2.7","17.1","2.6","21.5","2.9","9.9","2.0","8.4","2.0","2.7","1.1","3.4","1.3","46617","2662","60908","3825","31.4","(X)","(X)","(X)","(X)","(X)","31070","1548","6.2","2.3","2.6","1.5","8.2","3.0","11.5","2.8","15.7","2.8","22.2","3.8","14.1","3.0","10.5","2.2","3.9","1.7","4.8","2.0","56633","2478","72093","5426","(X)","(X)","32.4","(X)","(X)","(X)","21644","1689","2.1","1.5","2.2","1.9","3.1","2.3","7.3","2.8","16.3","3.8","24.2","4.2","18.7","4.1","14.2","3.1","5.7","2.4","6.2","2.6","71059","3268","N","N","(X)","(X)","(X)","(X)","(X)","(X)","16776","1489","14.9","4.9","9.1","4.0","21.4","5.2","15.0","5.1","20.4","4.8","15.5","5.1","1.0","1.0","2.1","2.4","0.1","0.2","0.6","0.7","27462","4159","34268","4055","(X)","(X)","(X)","(X)","27.1","(X)"
"0500000US29099","Jefferson County, Missouri","85892","1528","3.7","1.0","4.2","1.3","7.9","1.6","8.2","1.7","13.6","2.0","19.8","2.1","14.8","2.1","18.3","2.1","5.1","1.3","4.4","1.2","65246","2857","81128","5812","29.1","(X)","(X)","(X)","(X)","(X)","60625","2559","3.1","1.4","2.4","1.1","3.5","1.2","6.0","1.7","13.3","2.5","21.4","2.8","17.2","2.7","21.3","2.6","6.3","1.7","5.5","1.7","75335","3589","88746","5308","(X)","(X)","28.8","(X)","(X)","(X)","46078","2460","2.0","1.4","1.2","0.7","2.1","1.0","4.9","1.8","8.9","2.0","22.1","3.0","17.7","3.2","26.4","3.1","7.7","2.2","7.2","2.2","84983","5355","N","N","(X)","(X)","(X)","(X)","(X)","(X)","25267","2464","7.1","2.6","9.0","3.6","18.0","4.5","14.4","4.4","14.5","3.9","17.3","3.7","7.8","2.8","8.6","3.0","1.7","1.2","1.5","1.3","37382","6573","58031","16092","(X)","(X)","(X)","(X)","27.9","(X)"
"0500000US29165","Platte County, Missouri","40086","969","2.6","1.2","2.8","1.3","6.7","2.4","10.1","2.4","10.0","2.3","16.4","2.9","14.6","2.5","18.6","3.4","8.3","2.0","10.0","2.4","80468","8809","104088","9525","25.9","(X)","(X)","(X)","(X)","(X)","26487","1511","1.9","1.4","0.6","0.4","2.9","1.9","8.2","2.6","8.8","2.8","13.6","3.1","16.4","3.4","23.4","4.5","11.2","2.9","13.1","3.1","96013","6970","120836","9759","(X)","(X)","26.9","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","111900","9194","N","N","(X)","(X)","(X)","(X)","(X)","(X)","13599","1578","4.0","2.2","7.5","3.4","14.0","5.6","15.6","5.9","14.2","4.5","20.4","5.7","10.3","4.6","7.6","3.2","2.7","2.1","3.7","3.0","42013","9250","68189","16838","(X)","(X)","(X)","(X)","22.0","(X)"
